"annee","cnc","visa","titre","genre","nationalite","distributeur","classification","sortie","art_et_essai","etab_s1"
"2023","2020001127","152711","DE HUMANI CORPORIS FABRICA","DOCUMENTAIRE","FRANCE","LES FILMS DU LOSANGE","12A","2023-01-11","OUI","15"
"2023","2020001128","152703","AMEL & LES FAUVES","DRAME","TUNISIE ","LA VINGT CINQUIEME HEURE DISTRIBUTION","12","2023-04-26","OUI","16"
"2023","2020001189","156099","L'AUTOMNE A PYONGYANG","DOCUMENTAIRE","FRANCE","S A S BON VOYAGE FILMS PR","TP","2023-04-12","OUI","1"
"2023","2020001238","152720","LA MINE DU DIABLE. EN CAMINO A LA RINCONADA","DOCUMENTAIRE","FRANCE","JUSTE DISTRIBUTION","TP","2023-04-19","OUI","3"
"2023","2020001270","152757","NAYOLA","ANIMATION","PORTUGAL ","URBAN DISTRIBUTION","TPA","2023-03-08","OUI","26"
"2023","2020001505","152897","SUR LA BRANCHE","COMEDIE","FRANCE","PYRAMIDE","TP","2023-07-26","OUI","175"
"2023","2020001547","146672","SOUDAIN SEULS","THRILLER","FRANCE","STUDIOCANAL","TP","2023-12-06","NON","389"
"2023","2020001553","152979","LA DERNIERE REINE","AVENTURES","ALGERIE","JOUR 2 FETE","TP","2023-04-19","OUI","62"
"2023","2020001556","152982","LE PROCESSUS DE PAIX","COMEDIE","FRANCE","LE PACTE","TP","2023-06-14","OUI","262"
"2023","2020001601","153028","UN AUTOMNE A GREAT YARMOUTH","DRAME","FRANCE","DAMNED FILMS-PRODUCTION ET DISTRIBUTION","TP","2023-09-06","OUI","12"
"2023","2020001605","153031","FOLLIA","DRAME","FRANCE","BEABIA FILMS","TP","2023-09-20","OUI","13"
"2023","2020001620","153038","JUNIORS","COMEDIE","FRANCE","THE JOKERS FILMS","TP","2023-07-26","OUI","49"
"2023","2020001668","153096","JUSTE CIEL!","COMEDIE","FRANCE","LE PACTE","TP","2023-02-15","NON","294"
"2023","2020001798","153188","LA FIANCEE DU POETE","COMEDIE DRAMATIQUE","FRANCE","LE PACTE","TP","2023-10-11","OUI","194"
"2023","2020001923","153306","L'ILE","ANIMATION","ROUMANIE ","EUROZOOM","TP","2023-06-07","OUI","24"
"2023","2021000917","157165","TOVE","DRAME","FINLANDE","OUTPLAY","TP","2023-03-01","OUI","18"
"2023","2020002018","153369","SAGE HOMME","COMEDIE DRAMATIQUE","FRANCE","WARNER BROS. ENTERTAINMENT FRANCE","TP","2023-03-15","NON","456"
"2023","2020002020","153364","ORSO","DRAME","FRANCE","LES FRAISES SAUVAGES","12","2023-05-10","NON","9"
"2023","2020002180","153439","CARMEN","DRAME","FRANCE","PATHE FILMS","TP","2023-06-14","OUI","185"
"2023","2020002182","153438","CHIEN DE LA CASSE","DRAME","FRANCE","BAC FILMS DISTRIBUTION","TP","2023-04-19","OUI","81"
"2023","2020002476","156964","KOKON","DRAME","ALLEMAGNE","OUTPLAY","TP","2023-04-05","OUI","16"
"2023","2020002656","153601","AVANT QUE LES FLAMMES NE S'ETEIGNENT","DRAME","FRANCE","BAC FILMS DISTRIBUTION","TP","2023-11-15","OUI","120"
"2023","2020002755","153631","LAST DANCE","DOCUMENTAIRE","FRANCE","CONDOR DISTRIBUTION","TP","2023-02-22","OUI","10"
"2023","2020002756","153632","CHEVALIER NOIR","DRAME","FRANCE","JOUR 2 FETE","TPA","2023-02-22","OUI","50"
"2023","2020002804","155947","LA FERME A GEGE","DOCUMENTAIRE","FRANCE","E2P","TP","2023-02-08","NON","11"
"2023","2020002905","153650","LA SORCIERE ET LE MARTIEN","FANTASTIQUE","FRANCE","CAPRICCI FILMS","TP","2023-06-21","OUI","3"
"2023","2020003074","153713","AMA GLORIA","DRAME","FRANCE","PYRAMIDE","TP","2023-08-30","OUI","137"
"2023","2020003160","153715","POUR LA FRANCE","DRAME","FRANCE","MEMENTO DISTRIBUTION","TP","2023-02-08","OUI","105"
"2023","2020003268","153745","L'ASTRONAUTE","COMEDIE DRAMATIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2023-02-15","OUI","193"
"2023","2020003343","153767","CLEO, MELVIL ET MOI","COMEDIE DRAMATIQUE","FRANCE","MOONLIGHT FILMS","TP","2023-07-05","OUI","12"
"2023","2020003389","153773","LES AS DE LA JUNGLE 2","ANIMATION","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2023-08-16","NON","741"
"2023","2020003442","156278","DE L'AUTRE COTE DU MUR","FANTASTIQUE","FRANCE","S A S BON VOYAGE FILMS PR","12","2023-01-04","NON","1"
"2023","2020003612","153844","LES TETES GIVREES","COMEDIE DRAMATIQUE","FRANCE","UGC","TP","2023-02-08","NON","362"
"2023","2020003613","153845","ACIDE","FANTASTIQUE","FRANCE","PATHE FILMS","TPA","2023-09-20","OUI","495"
"2023","2020003667","153908","FRANCESCA ET L'AMOUR","DOCUMENTAIRE","ESPAGNE ","URBAN DISTRIBUTION","TP","2023-08-02","OUI","3"
"2023","2020003714","153956","NORMALE","COMEDIE DRAMATIQUE","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2023-04-05","OUI","88"
"2023","2020003729","154026","NOS CEREMONIES","DRAME","FRANCE","THE JOKERS FILMS","TPA","2023-05-03","OUI","30"
"2023","2020003772","154068","TIRAILLEURS","HISTOIRE","FRANCE","GAUMONT","TP","2023-01-04","OUI","664"
"2023","2020004000","154233","RIEN A PERDRE","DRAME","FRANCE","AD VITAM","TP","2023-11-22","OUI","322"
"2023","2021000012","154299","LE CAPITAINE VOLKONOGOV S'EST ECHAPPE","DRAME","RUSSIE","KINOVISTA","12A","2023-03-29","OUI","52"
"2023","2021000022","154310","LES MEUTES","THRILLER","MAROC","AD VITAM","TP","2023-07-19","OUI","96"
"2023","2021000024","154314","DIRTY, DIFFICULT, DANGEROUS","DRAME","FRANCE","JHR FILMS","TP","2023-04-26","OUI","37"
"2023","2021000039","154342","LE PRIX DU PASSAGE","COMEDIE DRAMATIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2023-04-12","OUI","71"
"2023","2021000081","154373","TRACES","DRAME","PORTUGAL","ALFAMA FILMS PRODUCTION","TPA","2023-02-08","OUI","11"
"2023","2021000084","154367","LA LIGNE","DRAME","SUISSE","DIAPHANA DISTRIBUTION","TP","2023-01-11","OUI","80"
"2023","2021000123","154414","SUR L'ADAMANT","DOCUMENTAIRE","FRANCE","LES FILMS DU LOSANGE","TP","2023-04-19","OUI","119"
"2023","2021000135","154438","VEUILLEZ NOUS EXCUSER POUR LA GENE OCCASIONNEE","COMEDIE","FRANCE","UGC DISTRIBUTION","TP","2023-08-09","NON","380"
"2023","2021000173","154461","POUR TON MARIAGE","DOCUMENTAIRE","FRANCE","REZO FILMS","TP","2023-12-20","OUI","9"
"2023","2021000205","154487","UNE HISTOIRE D'AMOUR","DRAME","FRANCE","LE PACTE","TP","2023-04-12","NON","202"
"2023","2021000246","154528","EN PLEIN FEU","DRAME","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2023-03-08","NON","200"
"2023","2021000247","152679","SI TU ES UN HOMME","DOCUMENTAIRE","FRANCE","JHR FILMS","TP","2023-03-01","OUI","12"
"2023","2021000332","154544","LA VACHE QUI CHANTAIT LE FUTUR","DRAME","FRANCE","NOUR FILMS","TP","2023-07-26","OUI","14"
"2023","2021000334","154552","ITALIA, LE FEU, LA CENDRE","DOCUMENTAIRE","ITALIE","CARLOTTA FILMS","TP","2023-03-15","OUI","7"
"2023","2021000348","154566","MISE AU VERT","COMEDIE DRAMATIQUE","FRANCE","KAPFILMS","TP","2023-09-20","NON","40"
"2023","2021000352","154573","LE PRINCIPAL","COMEDIE DRAMATIQUE","FRANCE","LE PACTE","TP","2023-05-10","OUI","289"
"2023","2021000382","151029","LA CHAMBRE DES MERVEILLES","DRAME","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2023-03-15","NON","560"
"2023","2021000404","154622","HOURIA","DRAME","FRANCE","LE PACTE","TP","2023-03-15","OUI","165"
"2023","2021000416","154640","ENTRE NOUS","COMEDIE DRAMATIQUE","FRANCE","KAPFILMS","TP","2023-07-12","NON","4"
"2023","2021000421","154649","ASTERIX ET OBELIX ET L'EMPIRE DU MILIEU","COMEDIE","FRANCE","PATHE FILMS","TP","2023-02-01","NON","935"
"2023","2021000437","154656","LOW TECH","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2023-06-07","NON","20"
"2023","2021000448","154687","TOI NON PLUS TU N'AS RIEN VU","DRAME","FRANCE","JOUR 2 FETE","TP","2023-03-08","OUI","34"
"2023","2021000457","154686","AVANT L'EFFONDREMENT","DRAME","FRANCE","PYRAMIDE","TP","2023-04-19","OUI","72"
"2023","2021000464","154693","L'EDUCATION D'ADEMOKA","COMEDIE DRAMATIQUE","KAZAKHSTAN","DESTINY FILMS","TP","2023-07-12","OUI","13"
"2023","2021000536","154785","QUAND LES VAGUES SE RETIRENT","DRAME","FRANCE","EPICENTRE FILMS","TP","2023-08-16","OUI","11"
"2023","2021000538","154790","LE RAVISSEMENT","DRAME","FRANCE","DIAPHANA DISTRIBUTION","TP","2023-10-11","OUI","118"
"2023","2021000541","154783","SEULE: LES DOSSIERS SILVERCLOUD","THRILLER","SUISSE","ALBA FILMS","TP","2023-03-08","OUI","12"
"2023","2021000572","154824","LES PROMESSES","DRAME","ITALIE","MADELEINE FILMS","TP","2023-08-09","NON","53"
"2023","2021000573","154818","SEPT HIVERS A TEHERAN","DOCUMENTAIRE","FRANCE","NOUR FILMS","TP","2023-03-29","OUI","69"
"2023","2021000584","154831","MA LANGUE AU CHAT","COMEDIE","FRANCE","ZINC.","TP","2023-04-26","NON","334"
"2023","2021000595","154839","LA MECANIQUE DES CHOSES","DOCUMENTAIRE","FRANCE","TANGENTE DISTRIBUTION","TP","2023-12-06","NON","4"
"2023","2021000607","154862","LE BARRAGE","DRAME","FRANCE","DULAC DISTRIBUTION","TP","2023-03-01","OUI","28"
"2023","2021000660","154890","POUR L'HONNEUR","COMEDIE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2023-05-03","NON","465"
"2023","2021000664","154902","TEMPS MORT","DRAME","BELGIQUE","PYRAMIDE","TP","2023-05-03","OUI","61"
"2023","2021000680","154907","APACHES","AVENTURES","FRANCE","TANDEM","TPA","2023-03-29","NON","182"
"2023","2021000711","154927","UN VARON (A MALE)","DRAME","COLOMBIE","DESTINY FILMS","TP","2023-03-15","OUI","24"
"2023","2021000713","154929","LEVANTE","COMEDIE DRAMATIQUE","FRANCE","REZO FILMS","TP","2023-12-06","OUI","43"
"2023","2021000716","154931","CONANN","FANTASTIQUE","LUXEMBOURG","UFO DISTRIBUTION","12A","2023-11-29","OUI","45"
"2023","2021000717","154932","HAWAÏ","COMEDIE","FRANCE","WARNER BROS. ENTERTAINMENT FRANCE","TP","2023-05-10","NON","464"
"2023","2021000737","154114","LES AMES PERDUES","DOCUMENTAIRE","FRANCE","DULAC DISTRIBUTION","TPA","2023-05-03","OUI","16"
"2023","2021000786","154965","LA TOUR","FANTASTIQUE","FRANCE","WILD BUNCH","12A","2023-02-08","OUI","86"
"2023","2021000792","154974","LES FANTOMES D'ISTANBUL","DRAME","TURQUIE","LA VINGT CINQUIEME HEURE DISTRIBUTION","TP","2023-08-23","OUI","19"
"2023","2021000858","154994","NEHNEH SUPERSTAR","COMEDIE DRAMATIQUE","FRANCE","GAUMONT","TP","2023-01-25","OUI","304"
"2023","2021000860","154995","UNE AFFAIRE D'HONNEUR","POLITIQUE ","FRANCE","GAUMONT","TP","2023-12-27","NON","468"
"2023","2021000945","155040","VOYAGES EN ITALIE","COMEDIE","FRANCE","METEORE FILMS","TP","2023-03-29","OUI","65"
"2023","2021000996","145120","L'ETABLI","DRAME","FRANCE","LE PACTE","TP","2023-04-05","OUI","141"
"2023","2021001002","155051","ANIMALIA","FANTASTIQUE","FRANCE","AD VITAM","TP","2023-08-09","OUI","30"
"2023","2021001030","155063","MES CHERS ESPION","DOCUMENTAIRE","FRANCE","NOUR FILMS","TP","2023-01-04","NON","1"
"2023","2021001056","155071","LA GRAVITE","FANTASTIQUE","FRANCE","TRESOR CINEMA","TPA","2023-05-03","OUI","79"
"2023","2021001089","155096","LES TROIS MOUSQUETAIRES - D'ARTAGNAN","AVENTURES","FRANCE","PATHE FILMS","TP","2023-04-05","NON","885"
"2023","2021001090","155097","LES TROIS MOUSQUETAIRES - MILADY","AVENTURES","FRANCE","PATHE FILMS","TP","2023-12-13","NON","829"
"2023","2021001091","155088","KILL DATING","AVENTURES","FRANCE","FESTIZICNEMA","TPA","2023-05-10","NON","2"
"2023","2021001098","155099","PARADIS","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2023-08-30","OUI","32"
"2023","2021001100","155100","LE VRAI DU FAUX","DOCUMENTAIRE","FRANCE","METEORE FILMS","TP","2023-06-07","OUI","39"
"2023","2021001141","155119","LES PETITES VICTOIRES","COMEDIE","FRANCE","ZINC.","TP","2023-03-01","NON","421"
"2023","2021001164","155131","ASTRAKAN","DRAME","FRANCE","NEW STORY","TP","2023-02-08","OUI","15"
"2023","2021001207","155178","TEHU","AVENTURES","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2023-02-08","NON","495"
"2023","2021001208","155177","SHTTL","GUERRE","UKRAINE","URBAN DISTRIBUTION","TP","2023-12-13","OUI","15"
"2023","2021001216","155188","LE COURS DE LA VIE","DRAME","FRANCE","JOUR 2 FETE","TP","2023-05-10","OUI","148"
"2023","2021001305","155221","DESERTS","DRAME","FRANCE","DULAC DISTRIBUTION","TP","2023-09-20","OUI","45"
"2023","2021001318","155231","LES AMES SŒURS","DRAME","FRANCE","AD VITAM","TP","2023-04-12","OUI","161"
"2023","2021001362","155246","LE GRAND CHARIOT","DRAME","FRANCE","AD VITAM","TP","2023-09-13","OUI","91"
"2023","2021001363","155247","LE GRAND CIRQUE","COMEDIE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2023-02-15","NON","162"
"2023","2021001375","155262","38°5 QUAI DES ORFEVRES","POLICIER","FRANCE","KMBO","TP","2023-06-21","NON","337"
"2023","2021001427","155293","DALVA","DRAME","BELGIQUE","DIAPHANA DISTRIBUTION","TP","2023-03-22","OUI","105"
"2023","2021001468","155317","POLARIS","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2023-06-21","OUI","30"
"2023","2021001527","153834","MON CHAT ET MOI, LA GRANDE AVENTURE DE RROU","DRAME","FRANCE","ORANGE STUDIO","TP","2023-04-05","NON","378"
"2023","2021001528","155336","LA MARGINALE","COMEDIE DRAMATIQUE","FRANCE","SONY PICTURES ENTERTAINMENT","TP","2023-05-03","NON","221"
"2023","2021001548","158725","NEPTUNE FROST","MUSICAL","ETATS UNIS","DAMNED FILMS-PRODUCTION ET DISTRIBUTION","TP","2023-05-10","OUI","13"
"2023","2021001670","148328","EARWIG","DRAME","GRANDE BRETAGNE","NEW STORY","12","2023-01-18","OUI","11"
"2023","2021001690","155432","LE JEUNE IMAM","DRAME","FRANCE","LE PACTE","TP","2023-04-26","OUI","148"
"2023","2021001702","155439","SECONDE JEUNESSE","COMEDIE","ITALIE","LE PACTE","TP","2023-08-16","OUI","72"
"2023","2021001740","155459","LE REGNE ANIMAL","DRAME","FRANCE","STUDIOCANAL","TPA","2023-10-04","OUI","449"
"2023","2021001912","159307","MAD GOD","ANIMATION","ETATS UNIS","CARLOTTA FILMS","TPA","2023-04-26","OUI","21"
"2023","2021002009","155500","PETITES","DRAME","FRANCE","HAUT ET COURT DISTRIBUTION","TP","2023-02-22","OUI","66"
"2023","2021002034","155522","TENGO SUENOS ELECTRICOS","DRAME","FRANCE","GEKO FILMS","TP","2023-03-08","OUI","8"
"2023","2021002067","155536","LA GRANDE MAGIE","COMEDIE DRAMATIQUE","FRANCE","AD VITAM","TP","2023-02-08","OUI","194"
"2023","2021002070","155538","MON VIEUX","DOCUMENTAIRE","FRANCE","LES FILMS DES DEUX RIVES","TP","2023-01-18","NON","12"
"2023","2021002071","155539","LE COLIBRI","DRAME","ITALIE","PANAME DISTRIBUTION","TP","2023-08-02","OUI","130"
"2023","2021002304","155575","FILLE DE SON PERE (LA)","COMEDIE","FRANCE","PYRAMIDE","TP","2023-12-20","OUI","123"
"2023","2021002308","155567","LES DEGUNS 2","COMEDIE","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2023-07-26","NON","258"
"2023","2021002312","155578","L'ETRANGE PARCOURS","DOCUMENTAIRE","FRANCE","ZARATHUSHTRA","TP","2023-11-22","NON","1"
"2023","2021002369","155613","MUSIC","DRAME","ALLEMAGNE","SHELLAC","TP","2023-03-08","OUI","24"
"2023","2021002489","155643","TU CHOISIRAS LA VIE","DRAME","ITALIE","JHR FILMS","TP","2023-01-25","OUI","55"
"2023","2021002497","155638","ANATOMIE D'UNE CHUTE","DRAME","FRANCE","LE PACTE","TP","2023-08-23","OUI","405"
"2023","2021002585","155655","A LA POURSUITE DE MES REVES","DOCUMENTAIRE","FRANCE","LES FILMS SAINT ANDRE DES ARTS","TP","2023-04-12","NON","1"
"2023","2021002602","155664","LE PARADIS","DRAME","BELGIQUE","REZO FILMS","TP","2023-05-10","OUI","40"
"2023","2021002649","155674","LES HERBES SECHES","DRAME","TURQUIE","MEMENTO DISTRIBUTION","TP","2023-07-12","OUI","115"
"2023","2021002774","155683","UNE FEMME SUR LE TOIT","COMEDIE DRAMATIQUE","POLOGNE","LA VINGT CINQUIEME HEURE DISTRIBUTION","TP","2023-10-18","OUI","10"
"2023","2021002778","155686","UN AN, UNE NUIT","DRAME","ESPAGNE","STUDIOCANAL","TP","2023-05-03","OUI","55"
"2023","2021002876","156557","FEMME DE MERE EN FILLE","DOCUMENTAIRE","FRANCE","A VIF CINEMAS","TP","2023-03-08","NON","8"
"2023","2021002893","155722","NOEL JOYEUX","COMEDIE","FRANCE","GAUMONT","TP","2023-12-06","NON","503"
"2023","2021002896","155716","RADIO METRONOM","DRAME","ROUMANIE","PYRAMIDE","TP","2023-01-04","OUI","41"
"2023","2021002897","155718","BRILLANTES","COMEDIE DRAMATIQUE","FRANCE","ALBA FILMS","TP","2023-01-18","OUI","108"
"2023","2021003005","155743","BURNING DAYS","THRILLER","TURQUIE","MEMENTO DISTRIBUTION","TP","2023-04-26","OUI","126"
"2023","2021003044","155750","10 JOURS ENCORE SANS MAMAN","COMEDIE","FRANCE","STUDIOCANAL","TP","2023-04-12","NON","666"
"2023","2021003105","155764","LES CHOSES SIMPLES","COMEDIE","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2023-02-22","NON","508"
"2023","2021003119","155762","LE BLEU DU CAFTAN","DRAME","FRANCE","AD VITAM","TP","2023-03-22","OUI","148"
"2023","2021003203","155776","CORPS DE LA FEMME (LE)","DOCUMENTAIRE","FRANCE","DULAC DISTRIBUTION","TP","2023-10-04","OUI","65"
"2023","2021003376","157791","LA FAMILLE ASADA","DRAME","JAPON","ART HOUSE","TP","2023-01-25","OUI","113"
"2023","2021003442","155828","L'IMMENSITA","DRAME","ITALIE","PATHE FILMS","TP","2023-01-11","OUI","212"
"2023","2021003491","155837","MON AMI ROBOT","ANIMATION","ESPAGNE","WILD BUNCH","TP","2023-12-27","OUI","145"
"2023","2021003575","155857","LES INSEPARABLES","ANIMATION","BELGIQUE","KMBO","TP","2023-12-13","NON","475"
"2023","2021003587","160501","THE WASTELAND","DRAME","IRAN","BODEGA FILMS","TP","2023-09-06","OUI","31"
"2023","2021003669","","LE POIREAU PERPETUEL","DOCUMENTAIRE","FRANCE","TAMASA DISTRIBUTION","TP","2023-11-22","NON","1"
"2023","2021003702","155877","ARRETE AVEC TES MENSONGES","DRAME","FRANCE","KMBO","TP","2023-02-22","OUI","180"
"2023","2021003731","155895","JEFF PANACLOC - A LA POURSUITE DE JEAN-MARC","COMEDIE","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2023-12-20","NON","503"
"2023","2021003858","155925","LE GANG DES BOIS DU TEMPLE","DRAME","FRANCE","LES ALCHIMISTES","TP","2023-09-06","OUI","64"
"2023","2021003900","155939","L'EDEN","THRILLER","COLOMBIE","PYRAMIDE","TP","2023-03-22","OUI","25"
"2023","2021003934","155950","PASSAGES","DRAME","FRANCE","SBS DISTRIBUTION","TPA","2023-06-28","OUI","60"
"2023","2021004049","159233","LE BALLON ATTACHE","COMEDIE","BULGARIE","MALAVIDA","TP","2023-03-08","OUI","3"
"2023","2021004050","159234","NOUS ETIONS JEUNES","DRAME","BULGARIE","MALAVIDA","TP","2023-03-08","OUI","5"
"2023","2021004151","155986","L'ENVOL","POLITIQUE","FRANCE","LE PACTE","TP","2023-01-11","OUI","80"
"2023","2021004202","157783","PROFESSEUR YAMAMOTO PART A LA RETRAITE","DOCUMENTAIRE","JAPON","ART HOUSE","TP","2023-01-04","OUI","30"
"2023","2021004210","156014","SUR LES CHEMINS NOIRS","DRAME","FRANCE","APOLLO FILMS DISTRIBUTION","TP","2023-03-22","NON","709"
"2023","2021004267","156033","LE CLAN","COMEDIE","FRANCE","PAN-DISTRIBUTION","TP","2023-01-18","NON","252"
"2023","2021004291","156040","LES FILLES D'OLFA","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2023-07-05","OUI","150"
"2023","2021004353","156059","KINA & YUK RENARDS DE LA BANQUISE","AVENTURES","FRANCE","UGC DISTRIBUTION","TP","2023-12-27","NON","515"
"2023","2021004441","156106","BLANQUITA","DRAME","FRANCE","ASC DISTRIBUTION","TPA","2023-07-26","OUI","16"
"2023","2021004448","156112","LUISE","DRAME","FRANCE","PYRAMIDE","TP","2023-07-05","OUI","11"
"2023","2021004450","156307","LA LOUVE","DRAME","FRANCE","LES FILMS SAINT ANDRE DES ARTS","TP","2023-08-30","NON","1"
"2023","2021004503","156133","MARINETTE","BIOGRAPHIE","FRANCE","THE JOKERS FILMS","TP","2023-06-07","OUI","181"
"2023","2021004517","149826","A LA BELLE ETOILE","COMEDIE DRAMATIQUE","FRANCE","BAC FILMS DISTRIBUTION","TP","2023-02-22","NON","231"
"2023","2021004518","156140","MAGNIFICAT","DRAME","FRANCE","ALBA FILMS","TP","2023-06-21","NON","204"
"2023","2021004669","141318","L'HOMME DEBOUT","COMEDIE","FRANCE","ORANGE STUDIO","TP","2023-05-17","NON","102"
"2023","2021004675","156175","LA PETITE","DRAME","FRANCE","SOCIETE NOUVELLE DE DISTRIBUTION","TP","2023-09-20","OUI","615"
"2023","2021004709","156192","JEANNE DU BARRY","HISTOIRE","FRANCE","LE PACTE","TP","2023-05-16","OUI","780"
"2023","2022000069","156232","LOVE LIFE","DRAME","FRANCE","ART HOUSE","TP","2023-06-14","OUI","118"
"2023","2022000070","156235","EL AGUA","DRAME","SUISSE","LES FILMS DU LOSANGE","TP","2023-03-01","OUI","37"
"2023","2022000071","156238","ASHKAL","THRILLER","FRANCE","JOUR 2 FETE","TPA","2023-01-25","OUI","56"
"2023","2022000284","159498","INFILTREE","THRILLER","GUATEMALA","L’ATELIER DISTRIBUTION","TPA","2023-08-23","OUI","24"
"2023","2022000308","156273","SECOND TOUR","COMEDIE DRAMATIQUE","FRANCE","PATHE FILMS","TP","2023-10-25","OUI","764"
"2023","2022000331","156555","REVE","DRAME","ALGERIE","LES FILMS DES DEUX RIVES","TP","2023-05-03","OUI","8"
"2023","2022000374","156308","NOSTALGIA","DRAME","Italie","ARP MERMOZ","TP","2023-01-04","OUI","144"
"2023","2022000459","156340","UNE ANNEE DIFFICILE","COMEDIE","FRANCE","GAUMONT","TP","2023-10-18","NON","764"
"2023","2022000525","156363","ET LA FETE CONTINUE !","COMEDIE DRAMATIQUE","FRANCE","DIAPHANA DISTRIBUTION","TP","2023-11-15","OUI","209"
"2023","2022000670","156418","LE LIVRE DES SOLUTIONS","COMEDIE DRAMATIQUE","FRANCE","THE JOKERS FILMS","TP","2023-09-13","OUI","402"
"2023","2022000687","155284","LES GARDIENNES DE LA PLANETE","DOCUMENTAIRE","FRANCE","PAN-DISTRIBUTION","TP","2023-02-22","OUI","161"
"2023","2022000710","156441","JOURNAL D'AMERIQUE","DOCUMENTAIRE","FRANCE","LES FILMS DE L'ATALANTE","TP","2023-11-22","OUI","7"
"2023","2022000737","158771","LE PIEGE DE HUDA","THRILLER","PALESTINE","DESTINY FILMS","TPA","2023-02-01","OUI","48"
"2023","2022000750","157751","CEUX DE LA NUIT","DOCUMENTAIRE","FRANCE","LES FILMS DE L'ATALANTE","TP","2023-01-11","OUI","4"
"2023","2022000771","156647","NOUS, ETUDIANTS !","DOCUMENTAIRE","FRANCE","JOUR 2 FETE","TP","2023-11-15","OUI","9"
"2023","2022000919","156486","JE VERRAI TOUJOURS VOS VISAGES","DRAME","FRANCE","STUDIOCANAL","TP","2023-03-29","OUI","516"
"2023","2022000929","156490","GUEULES NOIRES","DRAME","FRANCE","ALBA FILMS","12","2023-11-15","NON","193"
"2023","2022001051","156526","LITTLE GIRL BLUE","DOCUMENTAIRE","FRANCE","TANDEM","TP","2023-11-15","OUI","107"
"2023","2022001163","156548","UNE NUIT","DRAME","FRANCE","STUDIOCANAL","TP","2023-07-05","OUI","235"
